"Activity, Exercise or Sport (1 hour)",130 lb,155 lb,180 lb,205 lb,Calories per kg
"Running, 7 mph (8.5 min mile)",679.96,808.42,940.96,1069.32,1.51671195091266
"Running, 7 mph (8.5 min mile)",679.15,809.08,939.72,1069.99,2.51259762018997
"Running, 7 mph (8.5 min mile)",679.71,808.06,940.2,1070.13,1.73322703985525
"Running, 7 mph (8.5 min mile)",678.57,808.84,940.09,1069.58,2.43107581756017
"Running, 7 mph (8.5 min mile)",679.13,809.82,939.41,1070.18,2.47637404095882
"Running, 7 mph (8.5 min mile)",679.47,808.91,940.77,1070.69,1.7603184064986
"Running, 7 mph (8.5 min mile)",678.99,809.47,940.08,1069.87,3.20901189248717
"Running, 7 mph (8.5 min mile)",678.69,809.93,940.37,1070.93,2.3722789371092
"Running, 7 mph (8.5 min mile)",679.34,809.7,940.47,1070.49,1.76698233961284
"Running, 7 mph (8.5 min mile)",679.71,809.26,940.23,1069.45,2.65801429825403
"Running, 7 mph (8.5 min mile)",678.82,809.99,939.82,1070.45,1.4480698565241
"Running, 7 mph (8.5 min mile)",679.77,809.99,940.29,1069.84,2.09279938056541
"Running, 7 mph (8.5 min mile)",678.62,808.69,939.69,1070.46,1.45264124003882
"Running, 7 mph (8.5 min mile)",678.55,808.79,940.44,1070.99,2.07264387009145
"Running, 7 mph (8.5 min mile)",679.43,809.46,939.11,1070.05,1.65517348488658
"Running, 7 mph (8.5 min mile)",678.94,808.27,939.61,1069.96,3.25808998159187
"Running, 7 mph (8.5 min mile)",679.21,809.29,940.79,1070.23,3.1834626204442
"Running, 7 mph (8.5 min mile)",679.55,809.74,939.84,1070.02,3.20902507516456
"Running, 7 mph (8.5 min mile)",678.09,809.56,940.13,1070.9,3.11025365376325
"Running, 7 mph (8.5 min mile)",679.66,809.7,940.51,1070.23,1.39591913947261
"Running, 7 mph (8.5 min mile)",678.2,808.68,940.61,1069.57,1.50440613231964
"Running, 7 mph (8.5 min mile)",678.18,809.72,939.85,1069.41,2.3642585794393
"Running, 7 mph (8.5 min mile)",679.55,808.08,939.96,1069.61,2.52255334047382
"Running, 7 mph (8.5 min mile)",679.6,808.23,939.94,1069.66,3.27017258552339
"Running, 7 mph (8.5 min mile)",679.31,808.09,939.07,1069.12,2.07488408387627
"Running, 7 mph (8.5 min mile)",679.23,808.63,939.97,1070.83,1.77831606883331
"Running, 7 mph (8.5 min mile)",679.34,808.2,939.53,1070.84,2.51962104743738
"Running, 7 mph (8.5 min mile)",679.58,808.11,939.84,1070.61,3.22411270995846
"Running, 7 mph (8.5 min mile)",679.27,808.79,939.79,1070.65,2.14132863779981
"Running, 7 mph (8.5 min mile)",679.53,808.9,939.91,1069.47,2.80982143562075
"Running, 7 mph (8.5 min mile)",679.58,809.0,939.98,1069.3,1.86698621210112
"Running, 7 mph (8.5 min mile)",679.3,808.78,940.51,1069.01,2.3913463664955
"Running, 7 mph (8.5 min mile)",678.49,809.3,940.9,1070.72,2.47616472055897
"Running, 7 mph (8.5 min mile)",678.42,808.91,940.69,1069.79,2.69518005298223
"Running, 7 mph (8.5 min mile)",679.11,808.85,940.07,1069.47,1.42785046830904
"Running, 7 mph (8.5 min mile)",679.76,809.6,939.57,1070.65,1.47662889785262
"Running, 7 mph (8.5 min mile)",678.03,808.32,940.41,1070.41,3.16599285735124
"Running, 7 mph (8.5 min mile)",678.35,809.43,940.1,1069.99,2.0852075180612
"Running, 7 mph (8.5 min mile)",679.61,809.26,939.97,1069.04,2.05820395652814
"Running, 7 mph (8.5 min mile)",678.66,809.64,939.18,1069.39,1.86999070925482
"Running, 7 mph (8.5 min mile)",679.12,808.5,939.63,1069.33,1.58691422404385
"Running, 7 mph (8.5 min mile)",678.29,808.66,940.86,1069.72,2.1226459845779
"Running, 7 mph (8.5 min mile)",679.48,808.86,939.07,1070.02,1.9168913238117
"Running, 7 mph (8.5 min mile)",678.35,809.37,940.19,1070.82,3.29464478646217
"Running, 7 mph (8.5 min mile)",679.42,809.66,939.23,1069.34,2.98957453002027
"Running, 7 mph (8.5 min mile)",678.9,808.76,940.06,1070.1,2.75279370280644
"Running, 7 mph (8.5 min mile)",679.45,808.38,940.83,1070.27,1.9142690063244
"Running, 7 mph (8.5 min mile)",679.72,808.64,940.82,1069.84,1.88056372344463
"Running, 7 mph (8.5 min mile)",678.59,808.48,939.21,1070.6,1.53947456699477
"Running, 7 mph (8.5 min mile)",678.72,809.78,939.16,1069.19,1.67450086367128
"Running, 7 mph (8.5 min mile)",678.42,809.08,939.08,1070.01,1.67265439473404
"Running, 7 mph (8.5 min mile)",679.59,809.74,939.81,1070.7,2.62678674824614
"Running, 7 mph (8.5 min mile)",679.94,809.55,940.04,1069.11,2.84571998804522
"Running, 7 mph (8.5 min mile)",678.1,808.24,940.65,1069.14,1.41971950593157
"Running, 7 mph (8.5 min mile)",678.51,809.73,940.66,1070.4,3.08406288992005
"Running, 7 mph (8.5 min mile)",679.27,808.21,939.84,1069.46,1.52644857752611
"Running, 7 mph (8.5 min mile)",678.79,809.25,940.15,1069.03,3.33062204981856
"Running, 7 mph (8.5 min mile)",678.33,809.93,939.62,1069.28,1.45157641603584
"Running, 7 mph (8.5 min mile)",678.78,809.01,940.31,1070.18,1.66647598828614
"Running, 7 mph (8.5 min mile)",679.43,809.34,939.22,1070.88,3.17274337873515
"Running, 7 mph (8.5 min mile)",679.14,808.82,940.07,1069.46,2.61277252262879
"Running, 7 mph (8.5 min mile)",678.81,809.88,940.73,1069.33,1.50689860952815
"Running, 7 mph (8.5 min mile)",678.43,809.78,940.03,1070.33,3.18087843578356
"Running, 7 mph (8.5 min mile)",679.94,809.52,940.52,1070.44,1.95243073355768
"Running, 7 mph (8.5 min mile)",678.08,809.94,940.63,1069.65,2.28804292079607
"Running, 7 mph (8.5 min mile)",678.88,809.46,940.06,1069.56,1.48255022507694
"Running, 7 mph (8.5 min mile)",679.81,808.82,940.65,1070.01,1.82531369412012
"Running, 7 mph (8.5 min mile)",678.91,808.74,939.29,1070.96,2.05474968981296
"Running, 7 mph (8.5 min mile)",678.4,809.16,939.54,1069.59,2.1252527214053
"Running, 7 mph (8.5 min mile)",679.7,808.59,939.6,1069.77,2.48896267822507
"Running, 7 mph (8.5 min mile)",678.82,809.35,940.56,1069.7,2.03585798502598
"Running, 7 mph (8.5 min mile)",678.42,808.9,939.69,1070.5,1.90097870813097
"Running, 7 mph (8.5 min mile)",679.47,809.91,939.05,1069.19,1.86422379326615
"Running, 7 mph (8.5 min mile)",679.93,808.38,940.19,1070.79,2.35450749642034
"Running, 7 mph (8.5 min mile)",678.24,809.57,939.74,1069.49,2.19273104938126
"Running, 7 mph (8.5 min mile)",679.3,808.45,940.45,1070.37,1.78023660241339
"Running, 7 mph (8.5 min mile)",678.11,809.32,940.52,1070.51,2.24888821455857
"Running, 7 mph (8.5 min mile)",679.78,809.0,940.17,1070.48,1.48788696074328
"Running, 7 mph (8.5 min mile)",678.34,809.51,940.78,1070.64,1.78720988903437
"Running, 7 mph (8.5 min mile)",679.21,809.98,940.59,1070.56,1.69228288274539
"Running, 7 mph (8.5 min mile)",679.64,808.95,940.83,1070.15,3.12594224630711
"Running, 7 mph (8.5 min mile)",679.35,808.19,940.18,1069.46,3.11851512929538
"Running, 7 mph (8.5 min mile)",678.32,810.0,940.2,1070.69,2.98691332323419
"Running, 7 mph (8.5 min mile)",679.98,809.14,939.48,1070.23,1.55435257260393
"Running, 7 mph (8.5 min mile)",679.41,809.19,939.29,1070.39,3.34101000449696
"Running, 7 mph (8.5 min mile)",679.65,808.53,940.21,1069.75,1.62954900483308
"Running, 7 mph (8.5 min mile)",679.65,808.57,940.97,1069.22,2.2955323697482
"Running, 7 mph (8.5 min mile)",678.38,809.93,939.0,1070.02,2.65325715456767
"Running, 7 mph (8.5 min mile)",678.42,809.71,940.41,1070.99,1.78759444128145
"Running, 7 mph (8.5 min mile)",678.19,809.2,939.9,1069.85,3.25324825757953
"Running, 7 mph (8.5 min mile)",678.46,808.41,939.96,1070.33,2.85361534601797
"Running, 7 mph (8.5 min mile)",679.33,809.8,939.61,1069.24,3.14471339392757
"Running, 7 mph (8.5 min mile)",679.91,809.28,939.66,1069.04,2.05007885976058
"Running, 7 mph (8.5 min mile)",678.74,809.94,940.83,1070.93,2.99618613262298
"Running, 7 mph (8.5 min mile)",678.19,809.4,939.1,1070.94,3.35751261244509
"Running, 7 mph (8.5 min mile)",678.47,808.18,939.75,1069.3,2.94539986874302
"Running, 7 mph (8.5 min mile)",679.65,808.71,940.17,1070.58,3.32810197628811
"Running, 7 mph (8.5 min mile)",678.81,808.89,940.13,1070.16,1.95008309045588
"Running, 7 mph (8.5 min mile)",679.18,809.68,940.24,1069.55,2.34594979775549
"Running, 7 mph (8.5 min mile)",679.3,809.02,940.32,1070.19,2.74037205488488
"Running, 7 mph (8.5 min mile)",679.28,809.02,940.1,1070.89,2.20925463801652
"Running, 7 mph (8.5 min mile)",679.63,808.66,940.62,1069.59,3.27846279094793
"Running, 7 mph (8.5 min mile)",678.03,809.91,939.82,1070.22,1.69458639999686
"Running, 7 mph (8.5 min mile)",679.64,808.37,939.03,1070.41,2.48154418283301
"Running, 7 mph (8.5 min mile)",678.48,809.49,940.7,1069.07,2.65809902727119
"Running, 7 mph (8.5 min mile)",678.12,808.78,940.1,1069.61,3.08241518534757
"Running, 7 mph (8.5 min mile)",679.07,808.66,939.27,1070.03,2.13139507548562
"Running, 7 mph (8.5 min mile)",678.77,809.38,940.26,1069.65,1.62373404072145
"Running, 7 mph (8.5 min mile)",679.01,809.07,939.96,1069.35,3.21932185633271
"Running, 7 mph (8.5 min mile)",678.63,809.72,940.61,1070.2,1.63449385358957
"Running, 7 mph (8.5 min mile)",678.23,808.52,939.22,1069.31,1.61336243926037
"Running, 7 mph (8.5 min mile)",679.78,809.81,939.37,1070.13,2.41057172736669
"Running, 7 mph (8.5 min mile)",679.57,809.7,939.38,1069.57,2.61312550330552
"Running, 7 mph (8.5 min mile)",678.97,809.5,940.08,1069.6,1.68244274844127
"Running, 7 mph (8.5 min mile)",679.46,809.17,939.32,1070.65,2.96613710116063
"Running, 7 mph (8.5 min mile)",679.87,808.12,939.68,1070.76,3.30421333166051
"Running, 7 mph (8.5 min mile)",679.13,809.49,940.91,1069.51,3.2587322894314
"Running, 7 mph (8.5 min mile)",678.87,808.61,940.3,1070.63,3.12696840672442
"Running, 7 mph (8.5 min mile)",678.29,809.55,940.01,1069.03,2.08496195336077
"Running, 7 mph (8.5 min mile)",679.81,809.45,940.82,1069.5,2.44989512287889
"Running, 7 mph (8.5 min mile)",678.02,808.23,940.97,1070.91,2.80753882073663
"Running, 7 mph (8.5 min mile)",678.53,808.53,940.77,1070.47,1.55426176203597
"Running, 7 mph (8.5 min mile)",679.88,809.48,939.25,1069.34,1.98756585871125
"Running, 7 mph (8.5 min mile)",679.06,808.77,941.0,1069.9,2.34417315064477
"Running, 7 mph (8.5 min mile)",679.59,808.93,940.97,1070.06,1.44745970381603
"Running, 7 mph (8.5 min mile)",678.6,808.79,940.63,1070.56,2.49141112567062
"Running, 7 mph (8.5 min mile)",679.27,809.47,939.14,1070.88,3.27440080848309
"Running, 7 mph (8.5 min mile)",679.79,809.36,939.02,1070.11,1.97323126082558
"Running, 7 mph (8.5 min mile)",678.79,808.29,940.9,1069.94,2.2171798440296
"Running, 7 mph (8.5 min mile)",679.82,809.07,940.07,1070.4,2.8439065096431
"Running, 7 mph (8.5 min mile)",679.98,808.83,940.05,1069.84,2.87925901966124
"Running, 7 mph (8.5 min mile)",678.36,809.04,939.3,1069.26,3.07834850103134
"Running, 7 mph (8.5 min mile)",678.13,809.57,940.27,1070.65,2.45815996572152
"Running, 7 mph (8.5 min mile)",678.13,808.6,939.23,1069.81,2.5918263053016
"Running, 7 mph (8.5 min mile)",678.39,809.86,940.5,1070.55,1.79772393715501
"Running, 7 mph (8.5 min mile)",679.03,808.62,940.81,1070.35,2.98341593364547
"Running, 7 mph (8.5 min mile)",678.12,809.89,940.83,1069.35,2.91256308683805
"Running, 7 mph (8.5 min mile)",678.84,808.46,940.23,1069.26,1.40053118987555
"Running, 7 mph (8.5 min mile)",679.16,809.26,939.69,1070.72,2.27095452721049
"Running, 7 mph (8.5 min mile)",679.02,809.23,940.59,1069.01,1.62076631282148
"Running, 7 mph (8.5 min mile)",679.52,809.42,940.23,1069.3,2.9288545904054
"Running, 7 mph (8.5 min mile)",679.65,809.9,939.12,1070.12,2.26337686405003
"Running, 7 mph (8.5 min mile)",678.92,808.16,940.22,1070.91,3.02566915500432
"Running, 7 mph (8.5 min mile)",678.3,809.39,939.09,1070.26,1.74536993224007
"Running, 7 mph (8.5 min mile)",679.23,808.08,939.37,1069.68,2.16763568588374
"Running, 7 mph (8.5 min mile)",679.94,808.61,940.68,1070.64,1.39451834641256
"Running, 7 mph (8.5 min mile)",679.06,808.23,939.56,1070.83,2.43180441474243
"Running, 7 mph (8.5 min mile)",679.33,809.96,940.55,1069.12,2.87634906201728
"Running, 7 mph (8.5 min mile)",678.92,809.68,940.6,1070.2,3.26743498970771
"Running, 7 mph (8.5 min mile)",678.67,809.13,939.56,1069.75,2.50475336486748
"Running, 7 mph (8.5 min mile)",679.95,808.82,939.27,1070.02,2.35493784351496
"Running, 7 mph (8.5 min mile)",679.08,809.51,939.95,1070.4,2.57514897415512
"Running, 7 mph (8.5 min mile)",679.24,808.14,939.37,1070.76,2.45209581912274
"Running, 7 mph (8.5 min mile)",678.53,808.36,939.84,1070.31,1.43119635403113
"Running, 7 mph (8.5 min mile)",678.27,809.16,939.98,1070.32,1.46709515343978
"Running, 7 mph (8.5 min mile)",678.64,808.83,940.08,1070.14,1.82177150752685
"Running, 7 mph (8.5 min mile)",679.31,809.59,939.87,1069.13,2.14140834475597
"Running, 7 mph (8.5 min mile)",678.27,809.06,939.16,1069.7,2.98149466699269
"Running, 7 mph (8.5 min mile)",678.68,809.05,939.61,1069.2,1.59507043221746
"Running, 7 mph (8.5 min mile)",679.98,809.26,940.83,1069.07,1.74715235385196
"Running, 7 mph (8.5 min mile)",678.32,808.66,939.86,1069.0,1.7058642915211
"Running, 7 mph (8.5 min mile)",678.29,808.72,939.87,1070.04,2.8749383377175
"Running, 7 mph (8.5 min mile)",679.47,808.24,939.69,1069.45,1.50391363836877
"Running, 7 mph (8.5 min mile)",679.58,808.01,939.06,1069.82,1.96768694938714
"Running, 7 mph (8.5 min mile)",678.94,808.94,939.44,1069.27,1.95395493369148
"Running, 7 mph (8.5 min mile)",678.68,808.05,940.5,1070.83,1.71459509392638
"Running, 7 mph (8.5 min mile)",679.86,808.53,940.05,1070.61,2.51902057827196
"Running, 7 mph (8.5 min mile)",679.22,808.82,939.85,1069.13,2.21872307862894
"Running, 7 mph (8.5 min mile)",679.71,808.88,940.61,1069.08,1.59425957331007
"Running, 7 mph (8.5 min mile)",679.27,809.07,940.82,1070.93,1.97035308693376
"Running, 7 mph (8.5 min mile)",678.37,808.79,939.55,1070.27,2.58775371469079
"Running, 7 mph (8.5 min mile)",679.1,808.37,939.21,1069.26,2.62867524765739
"Running, 7 mph (8.5 min mile)",678.04,808.78,939.91,1069.64,3.26042655733723
"Running, 7 mph (8.5 min mile)",679.39,809.71,940.88,1069.34,1.3825914757982
"Running, 7 mph (8.5 min mile)",678.17,809.13,940.84,1069.08,1.90236369540225
"Running, 7 mph (8.5 min mile)",678.6,808.81,940.03,1069.0,2.89960947465964
"Running, 7 mph (8.5 min mile)",679.53,809.38,939.68,1069.06,2.16817723023642
"Running, 7 mph (8.5 min mile)",678.95,808.97,940.66,1069.81,3.28631326685662
"Running, 7 mph (8.5 min mile)",678.67,808.84,939.61,1070.78,3.29796729117981
"Running, 7 mph (8.5 min mile)",679.57,808.83,939.77,1069.52,3.21634507672954
"Running, 7 mph (8.5 min mile)",679.93,809.94,940.81,1070.37,1.45276758590825
"Running, 7 mph (8.5 min mile)",678.61,808.27,939.65,1069.17,1.86016804321811
"Running, 7 mph (8.5 min mile)",679.66,809.51,939.39,1070.56,1.47865151844442
"Running, 7 mph (8.5 min mile)",679.31,809.52,940.22,1069.9,2.69777038682692
"Running, 7 mph (8.5 min mile)",678.64,808.91,940.93,1070.55,2.06975026642095
"Running, 7 mph (8.5 min mile)",678.66,809.96,940.99,1070.7,3.11123189440468
"Running, 7 mph (8.5 min mile)",679.89,809.87,940.67,1069.77,2.73968526901269
"Running, 7 mph (8.5 min mile)",678.37,809.24,940.12,1069.21,2.12894990478026
"Running, 7 mph (8.5 min mile)",679.44,809.02,939.52,1069.03,3.19923038321537
"Running, 7 mph (8.5 min mile)",679.13,808.43,940.53,1071.0,2.45900043836551
"Running, 7 mph (8.5 min mile)",679.68,808.72,939.3,1070.28,2.04057786768802
"Running, 7 mph (8.5 min mile)",679.97,808.52,940.7,1069.69,2.13223954060813
"Running, 7 mph (8.5 min mile)",680.0,808.99,940.23,1069.36,2.0684875216816
"Running, 7 mph (8.5 min mile)",679.92,809.31,940.06,1069.57,2.96090636950277
"Running, 7 mph (8.5 min mile)",679.5,809.44,940.34,1070.67,1.6919697062078
"Running, 7 mph (8.5 min mile)",679.31,808.47,939.95,1070.77,2.56984274783228
"Running, 7 mph (8.5 min mile)",678.02,809.89,939.38,1069.85,3.07103376488045
"Running, 7 mph (8.5 min mile)",679.38,808.43,940.08,1069.99,3.30673990040428
"Running, 7 mph (8.5 min mile)",679.01,809.64,940.71,1070.26,2.89983728104429
"Running, 7 mph (8.5 min mile)",678.59,809.62,939.32,1069.3,3.07511863503561
"Running, 7 mph (8.5 min mile)",679.7,808.79,939.41,1069.08,2.1651541209895
"Running, 7 mph (8.5 min mile)",678.34,809.98,939.5,1070.51,2.52126606244029
"Running, 7 mph (8.5 min mile)",679.63,809.06,940.15,1069.32,1.54048759385089
"Running, 7 mph (8.5 min mile)",679.37,808.53,940.28,1070.79,1.5137263976956
"Running, 7 mph (8.5 min mile)",678.2,809.23,939.41,1069.61,2.08418507946177
"Running, 7 mph (8.5 min mile)",679.28,808.09,939.36,1070.93,1.71057491720165
"Running, 7 mph (8.5 min mile)",678.61,809.52,940.01,1069.42,2.15137952405211
"Running, 7 mph (8.5 min mile)",678.52,808.72,940.31,1069.39,2.72627432702425
"Running, 7 mph (8.5 min mile)",678.5,808.83,939.34,1070.33,1.85663965447895
"Running, 7 mph (8.5 min mile)",678.96,808.09,939.15,1070.35,1.81963181034544
"Running, 7 mph (8.5 min mile)",679.59,809.66,940.4,1069.69,3.26137293384667
"Running, 7 mph (8.5 min mile)",678.59,809.0,939.58,1069.95,1.79280351618659
"Running, 7 mph (8.5 min mile)",679.0,809.04,940.14,1070.82,2.98006707088382
"Running, 7 mph (8.5 min mile)",679.98,809.41,940.45,1070.17,1.40250157474427
"Running, 7 mph (8.5 min mile)",678.64,809.64,939.55,1070.02,1.92366333176824
"Running, 7 mph (8.5 min mile)",678.69,809.5,939.9,1069.53,2.65670035840216
"Running, 7 mph (8.5 min mile)",679.02,809.52,940.07,1069.51,2.72800773778404
"Running, 7 mph (8.5 min mile)",679.7,808.19,939.77,1069.23,2.24678922558356
"Running, 7 mph (8.5 min mile)",679.01,808.44,939.79,1069.87,3.22694518073188
"Running, 7 mph (8.5 min mile)",679.65,809.71,939.86,1069.21,1.48727119618697
"Running, 7 mph (8.5 min mile)",678.62,808.84,939.12,1069.53,2.61073751421497
"Running, 7 mph (8.5 min mile)",679.13,808.81,939.2,1070.68,1.51773189210748
"Running, 7 mph (8.5 min mile)",678.44,809.17,939.88,1070.26,1.39385382580753
"Running, 7 mph (8.5 min mile)",678.26,808.61,940.93,1070.84,2.55758999192566
"Running, 7 mph (8.5 min mile)",678.99,808.5,939.9,1070.94,2.41932239580594
"Running, 7 mph (8.5 min mile)",678.16,808.4,939.71,1069.13,1.43336709705639
"Running, 7 mph (8.5 min mile)",678.51,809.83,940.58,1069.21,1.69016179542342
"Running, 7 mph (8.5 min mile)",678.3,809.34,939.91,1070.57,2.68991260809447
"Running, 7 mph (8.5 min mile)",679.45,808.3,939.02,1069.55,1.64391975123085
"Running, 7 mph (8.5 min mile)",678.97,809.9,940.32,1070.83,2.65222961364762
"Running, 7 mph (8.5 min mile)",678.24,809.72,939.76,1069.82,2.94476743764508
"Running, 7 mph (8.5 min mile)",679.82,808.32,940.83,1069.76,2.91322574363664
"Running, 7 mph (8.5 min mile)",679.19,809.28,939.96,1070.02,2.18534220484559
"Running, 7 mph (8.5 min mile)",679.63,809.39,939.72,1070.34,1.47225423528216
"Running, 7 mph (8.5 min mile)",679.33,808.52,940.57,1070.55,1.78623968660129
"Running, 7 mph (8.5 min mile)",678.16,809.3,939.2,1069.61,2.15062204490225
"Running, 7 mph (8.5 min mile)",679.49,809.57,939.78,1069.37,2.45820325450663
"Running, 7 mph (8.5 min mile)",678.54,809.31,939.96,1069.38,2.9621916425365
"Running, 7 mph (8.5 min mile)",678.03,809.75,939.7,1070.0,3.21808952644065
"Running, 7 mph (8.5 min mile)",679.84,809.3,940.1,1070.16,3.30511545301035
"Running, 7 mph (8.5 min mile)",678.08,808.02,939.4,1070.27,1.81871666749573
"Running, 7 mph (8.5 min mile)",678.74,809.88,939.81,1070.09,3.05071489935132
"Running, 7 mph (8.5 min mile)",679.54,808.09,939.31,1069.09,3.09231029598419
"Running, 7 mph (8.5 min mile)",678.96,808.52,940.48,1070.41,2.13067946844442
"Running, 7 mph (8.5 min mile)",679.83,808.33,939.9,1070.67,1.69199844634455
"Running, 7 mph (8.5 min mile)",678.41,808.07,940.43,1070.12,3.20339886568776
"Running, 7 mph (8.5 min mile)",678.21,809.16,940.75,1070.36,1.46937914609456
"Running, 7 mph (8.5 min mile)",678.98,808.73,939.38,1069.59,3.29981311955319
"Running, 7 mph (8.5 min mile)",679.56,808.11,940.24,1070.2,3.36733564309104
"Running, 7 mph (8.5 min mile)",678.55,809.61,940.5,1070.88,3.08034337138563
"Running, 7 mph (8.5 min mile)",679.8,809.96,940.46,1070.87,2.18291448974592
"Running, 7 mph (8.5 min mile)",679.78,808.79,939.55,1070.55,2.95330368493955
"Running, 7 mph (8.5 min mile)",678.91,809.61,940.46,1069.17,1.84071989168797
"Running, 7 mph (8.5 min mile)",678.79,808.19,940.05,1069.96,2.8939107917973
"Running, 7 mph (8.5 min mile)",679.72,808.56,940.86,1070.05,3.25712687586597
"Running, 7 mph (8.5 min mile)",678.09,809.71,939.88,1069.52,2.06695290198545
"Running, 7 mph (8.5 min mile)",678.51,809.11,939.13,1069.44,2.9025283766847
"Running, 7 mph (8.5 min mile)",679.73,809.9,940.48,1069.7,2.40578070439186
"Running, 7 mph (8.5 min mile)",679.92,809.01,939.58,1070.64,2.80752349915734
"Running, 7 mph (8.5 min mile)",678.81,809.72,940.66,1069.42,2.08763802740577
"Running, 7 mph (8.5 min mile)",678.13,809.05,940.72,1069.8,2.80780020551937
"Running, 7 mph (8.5 min mile)",678.41,808.54,939.13,1070.36,3.20076860831491
"Running, 7 mph (8.5 min mile)",679.48,808.13,939.17,1070.95,1.82129210583402
"Running, 7 mph (8.5 min mile)",679.23,809.53,939.49,1070.51,1.61981689932583
"Running, 7 mph (8.5 min mile)",679.23,808.58,939.12,1069.28,2.31038468306624
"Running, 7 mph (8.5 min mile)",678.86,810.0,940.27,1069.5,2.95335415207973
"Running, 7 mph (8.5 min mile)",678.11,808.63,940.68,1070.2,2.44833977943909
"Running, 7 mph (8.5 min mile)",678.98,808.16,939.73,1070.76,2.85053389609298
"Running, 7 mph (8.5 min mile)",678.56,808.76,940.87,1070.8,2.57342737355241
"Running, 7 mph (8.5 min mile)",678.54,808.61,940.18,1070.01,2.49121605837028
"Running, 7 mph (8.5 min mile)",678.05,809.85,940.2,1070.39,2.58583618121829
"Running, 7 mph (8.5 min mile)",678.07,808.61,940.61,1069.08,3.00665259647505
"Running, 7 mph (8.5 min mile)",679.79,809.31,939.71,1070.95,1.72816962091421
"Running, 7 mph (8.5 min mile)",679.38,809.74,940.42,1070.62,2.39286868891995
"Running, 7 mph (8.5 min mile)",679.86,809.35,940.42,1069.51,2.9804683745517
"Running, 7 mph (8.5 min mile)",679.54,808.32,939.5,1070.58,1.60620744019999
"Running, 7 mph (8.5 min mile)",678.18,808.76,939.65,1069.28,2.65388963517591
"Running, 7 mph (8.5 min mile)",679.11,809.56,939.92,1070.3,1.66945317548517
"Running, 7 mph (8.5 min mile)",678.18,809.12,940.89,1070.15,2.05404709916539
"Running, 7 mph (8.5 min mile)",679.37,808.97,939.4,1070.48,1.49395838494374
"Running, 7 mph (8.5 min mile)",678.99,809.53,939.77,1069.18,1.67883425907264
"Running, 7 mph (8.5 min mile)",678.64,808.76,939.36,1069.56,1.38540702729317
"Running, 7 mph (8.5 min mile)",679.91,809.35,939.14,1070.19,2.71458323888685
"Running, 7 mph (8.5 min mile)",679.45,809.79,939.18,1070.96,2.46418750278189
"Running, 7 mph (8.5 min mile)",678.19,809.89,939.56,1070.08,1.63058923560918
"Running, 7 mph (8.5 min mile)",679.13,808.67,940.98,1070.3,1.46800715024571
"Running, 7 mph (8.5 min mile)",679.43,809.47,940.02,1069.37,3.29770889574112
"Running, 7 mph (8.5 min mile)",679.28,808.14,940.59,1070.51,1.74328410871078
"Running, 7 mph (8.5 min mile)",678.44,809.78,940.62,1069.76,3.22231433510881
"Running, 7 mph (8.5 min mile)",679.81,808.37,940.6,1070.32,2.38093470449863
"Running, 7 mph (8.5 min mile)",679.43,808.7,939.0,1069.99,2.79819593394662
"Running, 7 mph (8.5 min mile)",678.16,808.6,940.64,1069.94,2.89935600461923
"Running, 7 mph (8.5 min mile)",679.98,809.49,940.31,1070.56,2.96473711348862
"Running, 7 mph (8.5 min mile)",679.95,809.38,940.8,1069.18,3.0551148412687
"Running, 7 mph (8.5 min mile)",678.04,808.33,939.39,1070.82,1.68629696904717
"Running, 7 mph (8.5 min mile)",678.62,808.22,940.11,1070.36,1.72866208574954
"Running, 7 mph (8.5 min mile)",679.99,808.25,939.34,1069.54,3.3477121554385
"Running, 7 mph (8.5 min mile)",678.5,809.41,939.42,1069.54,3.08167858675499
"Running, 7 mph (8.5 min mile)",679.25,808.38,939.8,1070.21,2.56277270502831
"Running, 7 mph (8.5 min mile)",679.81,808.86,939.37,1070.77,1.43654534594423
"Running, 7 mph (8.5 min mile)",679.36,809.48,940.14,1069.93,2.89228268887562
"Running, 7 mph (8.5 min mile)",678.93,808.91,940.22,1070.22,3.21660274394922
"Running, 7 mph (8.5 min mile)",678.69,809.91,940.7,1069.89,2.14681564212137
"Running, 7 mph (8.5 min mile)",678.0,809.47,940.27,1070.55,2.66999913906023
"Running, 7 mph (8.5 min mile)",679.16,808.98,940.8,1069.01,1.75473119640418
"Running, 7 mph (8.5 min mile)",679.65,808.85,939.07,1070.11,2.33787024159146
"Running, 7 mph (8.5 min mile)",678.2,809.74,940.53,1069.25,1.44588124711987
"Running, 7 mph (8.5 min mile)",679.34,809.83,940.83,1070.71,2.315330901978
"Running, 7 mph (8.5 min mile)",679.52,809.71,940.07,1070.38,3.29934365477092
"Running, 7 mph (8.5 min mile)",678.51,808.16,940.96,1070.94,1.94899503076688
"Running, 7 mph (8.5 min mile)",679.43,809.48,940.86,1069.51,1.60276786366691
"Running, 7 mph (8.5 min mile)",679.7,808.36,940.17,1069.96,1.61669642583234
"Running, 7 mph (8.5 min mile)",678.08,808.03,940.52,1070.06,2.95615159952025
"Running, 7 mph (8.5 min mile)",678.05,809.53,940.38,1069.97,1.47455014689977
"Running, 7 mph (8.5 min mile)",679.48,808.14,939.53,1069.04,3.27080214431891
"Running, 7 mph (8.5 min mile)",679.38,808.38,939.28,1069.33,1.88927806084713
"Running, 7 mph (8.5 min mile)",678.91,809.29,939.62,1070.45,1.71913436628805
